BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS,j
PIPING/7052/J07/296-2,5,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-2,-,AJ2,1,XS,,
PIPING/7052/J07/296-2,6,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-2,-,AJ2,1,XS,,
PIPING/7052/J07/296-2,7,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",37.5,ft,1,PIPE,PM101XA-S-97778.01-2,-,AJ2,1,XS,,
PIPING/7052/J07/296-2,8,XSH10-F-A-K-4.0-NA-CS_296-2~3,3,"- XSH10-F-A-K-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.01-2,-,AJ2,1,None,,
PIPING/7052/J07/296-3,1,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.01-3,-,AJ2,1,XS,600,
PIPING/7052/J07/296-3,2,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,PIPE,PM101XA-S-97778.01-3,-,AJ2,1,160,,
PIPING/7052/J07/296-3,3,PWTAAEAACAAABZ~3X3,3X3,"- TEE; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L51NA1 3X3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,XS,,
PIPING/7052/J07/296-3,4,POWWESZACJAACZ~3X2,3X2,"- WELDOLET; MSS SP-97; XS X SCH 160; CS ASTM A105N - L56LA1H 3X2""",1,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,XSx160,,
PIPING/7052/J07/296-3,5,POSSESVZZZAACZ~3X1,3X1,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 3X1""",2,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,None,6000,
PIPING/7052/J07/296-3,7,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,XS,,
PIPING/7052/J07/296-3,8,XSH10-F-A-G-4.0-NA-CS_296-3~3,3,"- XSH10-F-A-G-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.01-3,-,AJ2,1,None,,
PIPING/7052/J07/296-3,9,PWCAAEAACAAABZ~3,3,"- CAP; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L57NA1R 3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,XS,,
PIPING/7052/J07/296-3,10,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.01-3,-,AJ2,1,XS,600,
PIPING/7052/J07/296-3,11,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,FLANGES,PM101XA-S-97778.01-3,-,AJ2,1,160,600,
PIPING/7052/J07/296-3,12,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,VALVES / IN-LINE ITEMS,PM101XA-S-97778.01-3,-,AJ2,1,None,800,
PIPING/7052/J07/296-3,13,XSH10-F-A-K-4.0-NA-CS_296-3~3,3,"- XSH10-F-A-K-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.01-3,-,AJ2,1,None,,
PIPING/7052/J07/296-3,14,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",29.4,ft,1,PIPE,PM101XA-S-97778.01-3,-,AJ2,1,XS,,
PIPING/7052/J07/296-3,15,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.01-3,-,AJ2,1,XS,,
PIPING/7052/J07/296-3,16,XSH10-F-A-F-4.0-NA-CS_296-3~3,3,"- XSH10-F-A-F-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.01-3,-,AJ2,1,None,,
PIPING/7052/J07/297-1,1,POSSESVZZZAACZ~3X1,3X1,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 3X1""",1,ea,1,FITTINGS,PM101XA-S-97778.02-1,-,AJ2,1,None,6000,
PIPING/7052/J07/297-1,2,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,VALVES / IN-LINE ITEMS,PM101XA-S-97778.02-1,-,AJ2,1,None,800,
PIPING/7052/J07/297-1,3,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.02-1,-,AJ2,1,XS,600,
PIPING/7052/J07/297-1,4,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,PIPE,PM101XA-S-97778.02-1,-,AJ2,1,160,,
PIPING/7052/J07/297-1,5,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",0.5,ft,1,PIPE,PM101XA-S-97778.02-1,-,AJ2,1,XS,,
PIPING/7052/J07/297-1,6,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.02-1,-,AJ2,1,XS,600,
PIPING/7052/J07/297-2,1,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,PIPE,PM101XA-S-97778.02-2,-,AJ2,1,160,,
PIPING/7052/J07/297-2,2,XSH10-F-A-F-4.0-NA-CS_297-2~3,3,"- XSH10-F-A-F-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.02-2,-,AJ2,1,None,,
PIPING/7052/J07/297-2,3,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,VALVES / IN-LINE ITEMS,PM101XA-S-97778.02-2,-,AJ2,1,None,800,
PIPING/7052/J07/297-2,4,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.02-2,-,AJ2,1,XS,600,
PIPING/7052/J07/297-2,5,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.02-2,-,AJ2,1,XS,600,
PIPING/7052/J07/297-2,6,POSSESVZZZAACZ~3X1,3X1,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 3X1""",1,ea,1,FITTINGS,PM101XA-S-97778.02-2,-,AJ2,1,None,6000,
PIPING/7052/J07/297-2,7,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",1.5,ft,1,PIPE,PM101XA-S-97778.02-2,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,1,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,FLANGES,PM101XA-S-97778.03-1,-,AJ2,1,160,600,
PIPING/7052/J07/298-1,2,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,VALVES / IN-LINE ITEMS,PM101XA-S-97778.03-1,-,AJ2,1,None,800,
PIPING/7052/J07/298-1,3,XSH10-F-A-H-4.0-NA-CS_298-1~3,3,"- XSH10-F-A-H-4.0-NA-CS 3""",1,ea,1,SUPPORTS,PM101XA-S-97778.03-1,-,AJ2,1,None,,
PIPING/7052/J07/298-1,4,PWCAAEAACAAABZ~3,3,"- CAP; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L57NA1R 3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,5,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.03-1,-,AJ2,1,XS,600,
PIPING/7052/J07/298-1,6,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,7,POLWESZACAAACZ~3X1,3X1,"- ELBOLET BE; MSS SP-97; XS; CS ASTM A105N - L56NA1J 3X1""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,8,POWWESZACJAACZ~3X2,3X2,"- WELDOLET; MSS SP-97; XS X SCH 160; CS ASTM A105N - L56LA1H 3X2""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XSx160,,
PIPING/7052/J07/298-1,9,PWTAAEAACAAABZ~3X3,3X3,"- TEE; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L51NA1 3X3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,10,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,PIPE,PM101XA-S-97778.03-1,-,AJ2,1,160,,
PIPING/7052/J07/298-1,11,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",7.1,ft,1,PIPE,PM101XA-S-97778.03-1,-,AJ2,1,160,,
PIPING/7052/J07/298-1,12,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",12.9,ft,1,PIPE,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,13,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-1,-,AJ2,1,XS,,
PIPING/7052/J07/298-1,14,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.03-1,-,AJ2,1,XS,600,
PIPING/7052/J07/298-2,1,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-2,-,AJ2,1,XS,,
PIPING/7052/J07/298-2,2,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM101XA-S-97778.03-2,-,AJ2,1,XS,600,
PIPING/7052/J07/298-2,3,PWRCAEAACAAABZ~4X3,4X3,"- RED CONC; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L55NA1DA 4X3""",1,ea,1,FITTINGS,PM101XA-S-97778.03-2,-,AJ2,1,XS,,
PIPING/7052/J07/298-2,4,PFACADADACAACZ~4,4,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 4""",1,ea,1,FLANGES,PM101XA-S-97778.03-2,-,AJ2,1,XS,600,
PIPING/7052/J07/298-2,5,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",2.2,ft,1,PIPE,PM101XA-S-97778.03-2,-,AJ2,1,XS,,
PIPING/7052/J07/302-1,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",7,ft,1,PIPE,PM101XA-V-97769.01-1,-,AB1,1,XS,,
PIPING/7052/J07/302-1,2,PFACADABACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 300; XS; CS ASTM A105N - L40FA3DN 2""",1,ea,1,FLANGES,PM101XA-V-97769.01-1,-,AB1,1,XS,300,
PIPING/7052/J07/302-1,3,XWP10-A-E-90-18-0.22-N_302-1~2,2,"- XWP10-A-E-90-18-0.22-N 2""",1,ea,1,SUPPORTS,PM101XA-V-97769.01-1,-,AB1,1,None,,
PIPING/7052/J07/304-1,1,PPAACABZACABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 1""",21.5,ft,1,PIPE,PM101XA-V-100426.01-1,-,AB1,1,XS,,
PIPING/7052/J07/304-1,2,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,FITTINGS,PM101XA-V-100426.01-1,-,AB1,1,None,3000,
PIPING/7052/J07/304-1,3,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,FITTINGS,PM101XA-V-100426.01-1,-,AB1,1,None,3000,
PIPING/7052/J07/304-1,4,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,FITTINGS,PM101XA-V-100426.01-1,-,AB1,1,None,3000,
PIPING/7052/J07/304-1,5,PFCCADAAACAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3BN 1""",1,ea,1,FLANGES,PM101XA-V-100426.01-1,-,AB1,1,XS,150,
PIPING/7052/J07/304-1,6,XWP10-A-C-90-10-0.18-W_304-1~1,1,"- XWP10-A-C-90-10-0.18-W 1""",1,ea,1,SUPPORTS,PM101XA-V-100426.01-1,-,AB1,1,None,,
PIPING/7052/J07/304-1,7,XWP10-A-C-90-18-0.18-W_304-1~1,1,"- XWP10-A-C-90-18-0.18-W 1""",1,ea,1,SUPPORTS,PM101XA-V-100426.01-1,-,AB1,1,None,,
PIPING/7052/J07/304-1,8,XWP10-A-C-90-18-0.18-W_304-1~1,1,"- XWP10-A-C-90-18-0.18-W 1""",1,ea,1,SUPPORTS,PM101XA-V-100426.01-1,-,AB1,1,None,,
PIPING/7052/J10/381-1,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",4.6,ft,1,PIPE,PM103XA-CS-97420.01-1,-,AJ2,1,160,,
PIPING/7052/J10/381-1,2,PWSCERSBKAAABZ~2X1,2X1,"- SWG NIP CONC SMLS; MSS SP-95; BLE X PSE; SCH 160; CS ASTM A234 GR WPB 2X1""",1,ea,1,FITTINGS,PM103XA-CS-97420.01-1,-,AJ2,1,160,,
PIPING/7052/J10/381-1,3,PFCCADADBKAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3BL 1""",1,ea,1,FLANGES,PM103XA-CS-97420.01-1,-,AJ2,1,160,600,
PIPING/7052/J10/382-1,1,PPAACAAZABABBZ~4,4,"- PIPE; SMLS; ASME B36.10M; BE; STD WT; CS ASTM A106 GR B - L11MA2A 4""",11.7,ft,1,PIPE,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,2,PPAACABZACABBZ~3/4,3/4,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 3/4""",0.2,ft,1,PIPE,PM103XA-CS-97781.01-1,-,AB1,1,XS,,
PIPING/7052/J10/382-1,3,PWREAEAABBAABZ~4X2,4X2,"- RED ECC; ASME B16.9; BE; STD WT X XS; CS ASTM A234 GR WPB - L55NA1DB 4X2""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,4,POWWESZABBAACZ~4X2,4X2,"- WELDOLET; MSS SP-97; STD WT X XS; CS ASTM A105N - L56NA1H 4X2""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,5,POSSESTZZZAACZ~4X3/4,4X3/4,"- SOCKOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBDT 4X3/4""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,None,3000,
PIPING/7052/J10/382-1,6,PWLCAEAABAAABZ~4,4,"- ELL 90-DEG LR; ASME B16.9; BE; STD WT; CS ASTM A234 GR WPB - L50MA1BC 4""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,7,PWLCAEAABAAABZ~4,4,"- ELL 90-DEG LR; ASME B16.9; BE; STD WT; CS ASTM A234 GR WPB - L50MA1BC 4""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,8,PWLCAEAABAAABZ~4,4,"- ELL 90-DEG LR; ASME B16.9; BE; STD WT; CS ASTM A234 GR WPB - L50MA1BC 4""",1,ea,1,FITTINGS,PM103XA-CS-97781.01-1,-,AB1,1,STD,,
PIPING/7052/J10/382-1,9,PFACADABABAACZ~4,4,"- FLG WN; RF; ASME B16.5; CL 300; STD WT; CS ASTM A105N - L40FA3DM 4""",1,ea,1,FLANGES,PM103XA-CS-97781.01-1,-,AB1,1,STD,300,
PIPING/7052/J10/382-1,10,PFACADAAACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3DN 2""",1,ea,1,FLANGES,PM103XA-CS-97781.01-1,-,AB1,1,XS,150,
PIPING/7052/J10/382-1,11,VGQDJBQAIAZ011~3/4,3/4,"- GYAABM GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AF1:L20KBZHD - L20KBZHD 3/4""",1,ea,1,VALVES / IN-LINE ITEMS,PM103XA-CS-97781.01-1,-,AB1,1,None,800,
PIPING/7052/J10/382-1,12,XT11S-1-N-D-G-5.0-NA-CS_382-1~4,4,"- XT11S-1-N-D-G-5.0-NA-CS 4""",1,ea,1,SUPPORTS,PM103XA-CS-97781.01-1,-,AB1,1,None,,
PIPING/7052/J10/382-1,13,XSH10-G-A-G-4.0-NA-CS_382-1~4,4,"- XSH10-G-A-G-4.0-NA-CS 4""",1,ea,1,SUPPORTS,PM103XA-CS-97781.01-1,-,AB1,1,None,,
PIPING/7052/J10/383-1,1,PWRCAEAABAAABZ~4X3,4X3,"- RED CONC; ASME B16.9; BE; STD WT; CS ASTM A234 GR WPB - L55MA1DA 4X3""",1,ea,1,FITTINGS,PM103XA-CS-97781.02-1,-,AB1,1,STD,,
PIPING/7052/J10/383-1,2,PFACADABABAACZ~4,4,"- FLG WN; RF; ASME B16.5; CL 300; STD WT; CS ASTM A105N - L40FA3DM 4""",1,ea,1,FLANGES,PM103XA-CS-97781.02-1,-,AB1,1,STD,300,
PIPING/7052/J10/383-1,3,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,FLANGES,PM103XA-CS-97781.02-1,-,AB1,1,XS,600,
PIPING/7052/J10/384-1,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",3.9,ft,1,PIPE,PM103XA-CS-97782.01-1,-,AJ2,1,160,,
PIPING/7052/J10/384-1,2,PPAACABZBKABBZ~1 1/2,1 1/2,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1 1/2""",1.3,ft,1,PIPE,PM103XA-CS-97782.01-1,-,AJ2,1,160,,
PIPING/7052/J10/384-1,3,PPAACABZBKABBZ~3/4,3/4,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 3/4""",0.2,ft,1,PIPE,PM103XA-CS-97782.01-1,-,AJ2,1,160,,
PIPING/7052/J10/384-1,4,PWTAAEABKAAABZ~2X2,2X2,"- TEE; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L51LA1 2X2""",1,ea,1,FITTINGS,PM103XA-CS-97782.01-1,-,AJ2,1,160,,
PIPING/7052/J10/384-1,5,PWSEERSBKAAABZ~2X1 1/2,2X1 1/2,"- SWG NIP ECC SMLS; MSS SP-95; BLE X PSE; SCH 160; CS ASTM A234 GR WPB 2X1 1/2""",1,ea,1,FITTINGS,PM103XA-CS-97782.01-1,-,AJ2,1,160,,
PIPING/7052/J10/384-1,6,POSSESVZZZAACZ~2X3/4,2X3/4,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 2X3/4""",1,ea,1,FITTINGS,PM103XA-CS-97782.01-1,-,AJ2,1,None,6000,
PIPING/7052/J10/384-1,7,PSTAAGAVZZAACZ~1 1/2X1 1/2,1 1/2X1 1/2,"- TEE; ASME B16.11; SW; CL 6000; CS ASTM A105N - L31VBD 1 1/2X1 1/2""",1,ea,1,FITTINGS,PM103XA-CS-97782.01-1,-,AJ2,1,None,6000,
PIPING/7052/J10/384-1,8,PSEAAGAVZZAACZ~1 1/2,1 1/2,"- CPLG; ASME B16.11; SW; CL 6000; CS ASTM A105N - L34VBDH 1 1/2""",1,ea,1,FITTINGS,PM103XA-CS-97782.01-1,-,AJ2,1,None,6000,
PIPING/7052/J10/384-1,9,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,FLANGES,PM103XA-CS-97782.01-1,-,AJ2,1,160,600,
PIPING/7052/J10/384-1,10,PFACADADBKAACZ~1 1/2,1 1/2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 1 1/2""",1,ea,1,FLANGES,PM103XA-CS-97782.01-1,-,AJ2,1,160,600,
PIPING/7052/J10/384-1,11,PFACADADBKAACZ~1 1/2,1 1/2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 1 1/2""",1,ea,1,FLANGES,PM103XA-CS-97782.01-1,-,AJ2,1,160,600,
PIPING/7052/J10/384-1,12,VGQDJBQAIAZ014~3/4,3/4,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 3/4""",1,ea,1,VALVES / IN-LINE ITEMS,PM103XA-CS-97782.01-1,-,AJ2,1,None,800,
PIPING/7052/J10/384-1,13,XSH10-E-A-G-4.0-NA-CS_384-1~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,SUPPORTS,PM103XA-CS-97782.01-1,-,AJ2,1,None,,
PIPING/7052/J10/385-1,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",12.8,ft,1,PIPE,PM103XA-CS-97782.02-1,-,AJ2,1,160,,
PIPING/7052/J10/385-1,2,PPAACABZBKABBZ~3/4,3/4,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 3/4""",0.2,ft,1,PIPE,PM103XA-CS-97782.02-1,-,AJ2,1,160,,
PIPING/7052/J10/385-1,3,POSSESVZZZAACZ~2X3/4,2X3/4,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 2X3/4""",1,ea,1,FITTINGS,PM103XA-CS-97782.02-1,-,AJ2,1,None,6000,
PIPING/7052/J10/385-1,4,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,FITTINGS,PM103XA-CS-97782.02-1,-,AJ2,1,160,,
PIPING/7052/J10/385-1,5,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,FITTINGS,PM103XA-CS-97782.02-1,-,AJ2,1,160,,
PIPING/7052/J10/385-1,6,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,FITTINGS,PM103XA-CS-97782.02-1,-,AJ2,1,160,,
PIPING/7052/J10/385-1,7,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,FLANGES,PM103XA-CS-97782.02-1,-,AJ2,1,160,600,
PIPING/7052/J10/385-1,8,VGQDJBQAIAZ014~3/4,3/4,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 3/4""",1,ea,1,VALVES / IN-LINE ITEMS,PM103XA-CS-97782.02-1,-,AJ2,1,None,800,
PIPING/7052/J10/385-1,9,XSH10-E-A-G-4.0-NA-CS_385-1~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,SUPPORTS,PM103XA-CS-97782.02-1,-,AJ2,1,None,,
PIPING/7052/J10/385-1,10,XSH10-E-A-K-4.0-NA-CS_385-1~2,2,"- XSH10-E-A-K-4.0-NA-CS 2""",1,ea,1,SUPPORTS,PM103XA-CS-97782.02-1,-,AJ2,1,None,,
PIPING/7052/J10/386-1,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",22.3,ft,1,PIPE,PM103XA-CS-97782.03-1,-,AJ2,1,160,,
PIPING/7052/J10/386-1,2,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,FITTINGS,PM103XA-CS-97782.03-1,-,AJ2,1,160,,
